日期,N SAV,接电话人,时间,N° client,店名/公司名,cp,tel/wechat/来访,问题,处理人1,version,日期-机型,解决记录,处理时间,处理人2,结果,如果未能马上解决，补偿方法,处理时间,状态
22/08/2018,1616,,,,LE MANDARIN PALAISEAU,91120,06 12 72 43 08,VENTAP 联机问题,,,,客人重新换个插孔就可以了,,,,,,1
22/08/2018,685,,,,a et g,92800,0688173446,"1.不会设置钱箱自动弹出（wx）
",,,,微信回复 客人那边设置中都勾选了,,,,,,1
22/08/2018,686,,,CR6718002,sakura,,,HUDHONGWU@YAHOO.FR,,,,已记录,,,,,,1
22/08/2018,687,,,CR7718024,kokiyo,77100,0695551968,打包的repas数为0，能改吗（wx）,,,,微信回复,,,,,,1
22/08/2018,688,,,CR9118024,royal balenvillier,91160,0601206786,约明天下午的rdv升级，客人需要把机器拿到公司来升级,,,,未接留言 给客人发了短信,,,,,,1
22/08/2018,689,,,CR3818001,wok 168,38150,,Xiaobing58588@hotmail.com,,,,已记录,,,,,,1
22/08/2018,690,,,CR7518130,sushi verrerie,75004,0622460899,查看商品销售统计,,,,微信给客人发了视频,,,,,,1
22/08/2018,691,,,CR6017001,only sushi,60200,0662764067,想打前几天没有结账的单的facture,,,,电话回复,,,,,,1
,,,,,,,,,,,,,,,,,,1
23/08/2018,1595,,,CM7518013,kawa,75013,0156619881,"打出来的facture上的客人，搜索电话号码找不到这个客人（wx有视频）
客人回复：是在打发票的界面查不到相应的客户
升级到1.2.3-0801-b1后还是一样",,,,"专家 ： 建议升级0801  cui:已升级1.2.3-0801-b1   之前增加的客人还是没有 
客人希望能通过客户查找这个客人开过的发票   已经建议客人收集所有需要的功能定制开发",,,,,,1
23/08/2018,1617,,,CR9318025,oki neuilly,93360,06 29 20 20 57,插上网线后远程号码显示不出来,,,,电话回复,,,,,,1
23/08/2018,1618,,,,thai Basilic,75019,0625320811,电脑无法联网（短信有照片）,,,,短信回复让客人检查网线,,,,,,1
23/08/2018,1619,,,CR7517012,koi,75007,0625963476,ventap连上键盘以后，可以在计算机里使用，但是进入软件后无法使用键盘,,,,电话回复,,,,,,1
23/08/2018,1620,,,CR4118001,CHEZ VOISIN LIN,41130,0986770472,"月账打日账明细到24号就打不全了,微信里有视频，客人发了版本号",,0515,Neo,建议升级至0516 b-17-2.已约在04/09/2018 下午14:30 和客人远程   已升级ok,,,,,,1
23/08/2018,1621,,,CR2818001,le royal wok grill,28200,0687054150,电脑有-902错误（wx有照片）,,,Neo,38000,,,,,,1
23/08/2018,692,,,CR4118001,chez voisin lin,41130,wx,会计要recette怎么弄,,,,微信回复 给客人发了月账视频,,,,,,1
23/08/2018,693,,,CR6718002,sakura,67500,wx,"1.在已经出了note的单上加一瓶水，再出note没关系吗
2.没有出note的单删掉了会不会存进去",,,,微信回复,,,,,,1
23/08/2018,694,,,CR7818041,sushi carrieres,78420,0139575636,换屏幕,,,,报价 80HT 客人不换了,,,,,,1
23/08/2018,695,,,CR7818042,mont sushi,78360,wx,设置权限,,,,微信回复,,,,,,1
,,,,,,,,,,,,,,,,,,1
24/08/2018,1622,,,CR9317003,Okinawa ,93100, 0610477547,想关机的时候电脑会死机，已经第二次了（wx有视频）,,,,让客人先关主机再关辅机,,,,,,1
24/08/2018,1623,,,CR7818041,sushi carrieres,78420,0139575636,导菜牌后LIV地址有问题  客人换过新地址 但导过去以后显示的是旧地址,,,,已跟客人说到客户资料只导一个地址,,,,,,1
24/08/2018,1624,,,CR5718013,sushi victore,57500,0695136769,和公司确认NAF号码,,,,已改成5610A,,,,,,1
24/08/2018,1625,,,CR7818042,mont sushi,78360,0615156486,取消触屏按钮声音,,,,让客人把电脑 电源拿到公司  提前约好rdv,,,,,,1
24/08/2018,1626,,,CR0618002,SIECLE D OR,81600,0651486450,电脑很卡（前几天晚上都有出现这个问题）,,,,单机版 客人下次出现同样情况的时候 会拍视频,,,,,,1
24/08/2018,1627,,,CR7517015,YOKI,75014,0625622198,"1.用键盘输入以后电脑会卡住，之后再输入电脑就没反应了
2.触屏经常很卡
3.按好几次laddition，一开始没反应，之后会出好几张单
（升级以后出现这个问题）",,0515,Neo     19/12/2018,"客人不拍视屏      
1.可人家是键盘和鼠标混用，有时候输入CODE搜索菜品的时候机器会卡住，点屏幕也没有反应，客人反映机器刚取走的走的时候就有这个问题，一直到我们帮他们更新证书，更新之后更卡了               2.触屏卡是在给客人点单的时候和结账的时候卡     据客人说点单和键盘卡的情况一样，是点击商品的时候会卡住，结账的时候是点击什么会卡住，情况是怎样客人不愿意说明，客人说问的问题太多又不解决问题，拒绝回答        3.客人在结账的时候点击对勾出Tichet,偶尔会出现点一次没有反应，点两三次才出一张票，或者是点三四次才出而且一下出三四张票，日营业界面里找这张单只有一个记录    客人说这个问题是升级之后出现的   ",,,16:30已留言,,,1
24/08/2018,1628,,,CR5918006,sushi val ,59300,0627058671,想约下周一取机器,,,,客人十二点过到，机器已取走,,,,,,1
24/08/2018,696,,,CR7818042,mont sushi,78360,0615156486,ticket出错了怎么办,,,,微信回复,,,,,,1
24/08/2018,697,,,,sushi carrieres,78420,0646796318,15欧以上的打包减10%怎么设置,,,,微信回复,,,,,,1
,,,,,,,,,,,,,,,,,,1
27/08/2018,1629,,,CR5918009,YA MAN,59300,0651861958,触摸屏不准,,,,已远程校准，客人说可以了,,,,,,1
27/08/2018,1630,,,CR7517010,SUSHI STORY,75013,WX,问远程IP和密码 是否可以设置成一样，不变的号码吗？,,,,不可以,,,,,,1
27/08/2018,1631,,,未取VENTAP,LUCKY SUSHI,37000,WX,厨房打印机不出单。重启了好几次也没有效果。急,,,,客人说已经好了,,,,,,1
27/08/2018,1632,,,CR0618002,LE SIECLE D OR,06210,WX/ 0619033580,"1. 1台 PDA 连不上 WX 有图片
2. 客人反映后加的两台pda 特别慢 等很久不能出单",,,,"1. 这台pda 的IP地址变了  在mode user模式 从2.36改成2.103
2. 远程看过 不慢 速度正常   即使离电脑远速度也正常",,,,,,1
27/08/2018,1633,,,CR5918006,sushi val ,59300,0627058671,想上午过来取机器,,,,客人十二点左右到,,,已取 证明已打,,,1
27/08/2018,1634,,,,vert vital,91210,0667937969,"1.设置打印标签
2.机器证书快到期了",,,,"1. 让客人用65的 自己试一下
2. 重新算号",,,,,,1
27/08/2018,1635,,,CR7518099,lx france,75012,wx,有一张单子一直在电脑里，不能上传，但是后台已经有显示。2台caisse 都有问题,,,,远程前台初始化*2,,,,,,1
27/08/2018,1636,,,CR6218004,wok king,62880,0620846967,"1.已经encaisser的单还是挂在页面上
2.有一张单出过note之后，单子就消失了，无法结账",,0515,,1.客人会发照片给我们 ，客人说是从老机器把单子转到新机器结账后在新机器的ARCRESTO界面还能看到这张单子，让客人把ARCRESTO界面的这张单子发给我们，然后在日营业里找到这张单子也拍照发给我们   2.从照片里看是客人自己删掉了NOTE单   已电话和微信回复客人,,,,,,1
27/08/2018,1637,,,CR8517001,fa ,85200,0251878888,"1.出ticket速度很慢（等客人发视频）
2.打facture得进入订单统计，选择人数再打，升级前不是这样的",,0515,Neo,1.客人已发视频，点击对勾出单的时候机器读条会卡在60%，卡六秒钟左右才会出票，单子转入后台  建议升级至0615 B-17-2 felix已帮忙升级       2.已电话解释,,,,,,1
27/08/2018,1638,,,CM7517003,美姿免税店/SARL LIANE BELLEVILLE,75020,0611328628,新机器很容易死机，强制关机后不能马上开机，得等一会才能再次开机,,,,客人说是正常操作，输入商品，折扣价格等等营业操作的时候死机，没有打小票斌并账等操作，员工说死机的时候机器上回有乱码的错误提示框，但是没有拍照，让客人下次卡住的时候后发送照片，包括错误提示和当时显示的IP ,,,,,,1
27/08/2018,1639,,,CR9218015,sushi hanaka,92390,0625833796,打带有 bon d'avoir的时候会卡在75%，ticket可以正常出（出现问题后只能重启，一天要重启好多次）之前出现过两三次相同的问题,,0615 b-17-2,Neo,客人反映机器出TICKET 还是会卡在75%，然后出的小票只有TICHET 没有BON D'AVOIRE ，让客人测试复打能不能出这张单，客人测了可以，但是这种情况是不定的，不是每次都会有，但是人多的时候会出现，比较浪费时间,,,,,,1
27/08/2018,1640,,,CR6718004,les deux freres,67200,0634397023,有一个pda是白色的，之后有时间会把pda带到公司来（wx有照片）,,,,03/09/2018 客人把PDA送到店里了,,,,,,1
27/08/2018,1641,,,CR5018002,wok sun,50100,wx,无法打印note,,,,客人线插错了,,,,,,1
27/08/2018,1642,,,CM7518014,DR JEWELRY,75001,0699579788,联机有问题，出现-902错误（wx有照片）,,,,网线 插错了 + 防火墙开了,,,,,,1
27/08/2018,1643,,,CR0218003,felin / espace sushi,02000,0678262322,NAF号应该是5610A。但软件里的是0000,,,,28/08/2018  早上十一点远程,,,,,,1
27/08/2018,1644,,,CR6618001,espace wok,66000,0762188885,"1.pda修好了吗
2.上次拿回去的pda其中有一个远程连接不上",,,,客人说的远程连接不上的那一台已经在我们这里修好了，客人说这周回来取，客人31/08/2018下午来已经取走机器,,,,,,1
27/08/2018,698,,,CR7718016,LE BONHEUR,77100,0658808405,客人用的vent direct，商品的金额打错了，客人付的现金金额是对的，还未并账。现在账对不上，怎么办,,,,是昨天的单 所以教了客人并账后 把这张单做成退货单 客人表示已经明白其中的道理,,,,,,1
27/08/2018,699,,,CR7518130,sushi verrerie,75004,0622460899,重复进了两张一样的单,,,,微信回复,,,,,,1
,,,,,,,,,,,,,,,,,,1
28/08/2018,1645,,,CR6718004,les deux freres,67200,0634397023,昨晚店里跳电了，电脑日期变为01/01/2014（wx有照片）,,,,让客人插上网线 试试,,,,,,1
28/08/2018,1646,,,CM7517003,美姿免税店/SARL LIANE BELLEVILLE,75020,0143588888,"卡在75%（wx有照片）
上午联机无法成功传文件过去，约下午三点半rdv再帮客人看",,,,机器卡在75%，1分钟以上还没有好，先升级到0615 B-17-2试试  文件无法传输，权限问题，现在已修改权限  文件传输完毕，读条不卡但是不出纸，发现时打印机设置接口错误，已调整，ok,,,,,,1
28/08/2018,1537,,,CR9317003,okinawa,93100,0610477547,昨天的单无法调到ventap上，电脑显示：string value can not be empty,,,,发现客人有些客户信息街道的填写有空缺或者错位，让客人自己改一下,,,,,,1
28/08/2018,1647,,,,asia market,72000,0650173885,希望在eurl lin的电脑上看到 37省，distri asia和本地的帐      distri asia已经在云端了,,,,已设置 客人明天来付钱,,,,,,1
28/08/2018,1648,,,CR0218003,felin / espace sushi,02000,0678262322,NAF号应该是5610A。但软件里的是0000,,,,冬冬已改,,,,,,1
28/08/2018,1649,,,CR8318002,leopard,83,0609614684,8月16号调过以后第二天的账还是无法同步,,,,rdv 03/09/2018,,,,,,1
28/08/2018,1650,,,CR7518022,new ayama,75012,0613490732,电脑有错误提示，按了valide后，打印机卡在75%（客人店里没有网络，无法连远程）unknown sending even 11QMouseEvent to object btnPayOrder (11QPushButton),,,,电话告知客人重新连接打印机线路。重启机器 客人说已经OK,,,,,,1
28/08/2018,1651,,,CR7917001,gourmets wok,79200,0619257851,打印机出纸慢，读条完了过后大概五到七秒出纸，读条会卡在75%， 升级后读条不卡了，但是还是需要七秒左右出纸（wx有视频）,,0801 b-1,chic,已升级到0615 b-17-2，还是不行，崔：升级到0801 微信询问客人是否解决问题，没解决  28/07/2018 早上10:30和客人再次尝试远程   测试发现不不是软件问题，怀疑是打印机，需要让客人带过来检查   客人说店里每周都不关门，如果朋友来了会帮忙吧机器带过来，但是期间需要我们借用一台打印机给他们，客人是basice的合同，不能借。客人把合同升级到49.9，可以借之后会有朋友上来取,,,"已升级到classic合同 客人有时间会来取打印机

05/09已来拿",,,1
28/08/2018,1652,,,CR7418007,allo nems,74000,0609173884,VMS VONNEXION ECHOUEE（短信有照片）,,,,今天第一天用  自己电脑的ip成1段的了  转销售 让客人重新插好网线,,,box的网线查到了lan里    主机防火墙开了,,,1
28/08/2018,1653,,,CR7518022,new ayama,75012,0663160682,开机后进入ventap很卡（10s左右），之后点emporter还是需要10s左右，电脑很卡，希望约个rdv解决,,,,已电话回复客人是由于第二块屏没有开启造成的，开机的时候需要注意第二块屏   客人说稍后有问题联系我们,,,,,,1
28/08/2018,1654,,,CR7517031,le bonheur de yan,75016, ,statistique de vente 里面商品单价会变,,,,要再测 ,,,已提交bug 和需求,,,1
28/08/2018,700,,,CR7818041,sushi carrieres,78420,0139575636,怎么在第二块屏显示折扣金额（wx）,,,,已回复,,,,,,1
,,,,,,,,,,,,,,,,,,1
29/08/2018,1655,,,CM9418001,LE BOULIER/ SARL BZ,94460,0695129889,"打发票的时候数字的最后几位输入不进去
2.电脑N SIRET  和 N TVA是一样的",,,,合同是对的 但小票是错的  冬冬远程已改,,,,,,1
29/08/2018,1656,,,CM7517003,美姿免税店/SARL LIANE BELLEVILLE,75020,0143588888,今天早上打ticket不出纸，显示：print error（wx有视频）重启后还是不行,,,,"崔让姚瑞 把2.5改成0.5 和 1.5 都不行  客人下午把机器拿来检测,发现机器有问题需要返厂，客人已经把月费升级到49.9借了一套chic的机器给客人",,,硬件问题,,,1
29/08/2018,1657,,,CR0818001,planet wok/ wok fa,08000,0651885856,问pda电源修好了吗,,,,已修好 微信回复,,,,,,1
29/08/2018,1658,,,CR5718004,enshun,57200,0623343237,昨天晚上电脑显示：error unknown sending even 11QMouseEvent to object btnPayOrder (11QPushButton)，打印机卡在75%，之后客人就强制关机了,,,,"客人重启电脑后就好了    可能当时是电源插头没插好
已让客人注意",,,,,,1
29/08/2018,1659,,,CR5918006,sushi val,59300,wx回访,回访机器拿回去好不好用,,,,chic机器修好触屏后  客人还没开始用 打算01/09/2018 再开始  ,,,,,,1
29/08/2018,1660,,,CR1318001,H.W,13480,"0762841202  老板  
0667081145 店员",触屏不准，现在只能用鼠标,,,,微信已经收到了视频，不是第二块屏的问题，客人店里网线不够长连不到，等找到网线连号了在和我们联系,,,,,,1
29/08/2018,1661,,,CR7818008,ichiban,78300,0650149684,约rdv把旧机器出单功能锁住，把打印机拿过来调试（之前远程调没有成功），最好约星期一,,,neo ,客人周一03/09/2018早上十一点左右把机器拿过来放在公司弄，弄好了我们联系他们,,,见下面1661,,,1
29/08/2018,1662,,,CR9218008,leopard,92,0624888354, 连接+导菜牌 免责？？   3:30-4:30,,,,希望约时间,,,问过冬冬 还没付钱 暂不联系,,,1
29/08/2018,1663,,,,le maison dong,75012,0614845670,约rdv联机,,,,让客人先发转账水单,,,,,,1
29/08/2018,1664,,,,椿记小馆/AU BOURGEON D OR,75003,0983954104,wins升级后显示：此windows副本不是正版（wx有照片）,,,,"cui:window已激活 00426-OEM-8992662-00400    WINDOW 7 32HIT INTEGALE   ok
让客人尽快 购买认证机器",,,,,,1
29/08/2018,1665,,,CR7518092,SWEET DESERT,75013,0771873911,约rdv联机（当时有同事和他说必须有一个老电脑否则pda用不了）,,,,周一03/09/2018 下午14:00 RDV联机,,,已经联机,,,1
29/08/2018,1666,,,CR7917001,gourmets wok,79200,0619257851,打印机打印得慢 需要把打印机拿来测试,,,,客人升级了49.9contrat  借给客人一台打印机,,,下周来拿,,,1
29/08/2018,1667,,,CR1318001,H.W,13480,"0762841202  老板  
0667081145 店员",触屏不灵，用鼠标可以,,,,崔：没有装驱动，重新安装驱动后调整屏幕    ok,,,,,,1
29/08/2018,1668,,,,凯悦免税店,75009,0614065836,无法进入后台，输入密码以后电脑像死机了一样，从昨天早上开始就有这个情况了。（店里网络没问题）,,,,客人routeur拔了，重新插就好了,,,,,,1
29/08/2018,701,,,CR9217006,TOYAMA,92,0621082545/ 0147611888,还未升级,,,,下午四点客人打回做升级 已完成升级,,,,,,1
29/08/2018,707,,,CR7518090,tonki,75009,0609024922,1.1.3 20180415,,,,已升级,,,,,,1
29/08/2018,709,,,CM4518001,baleo fashion,,,6.99欧在电脑里打成了699欧,,,,微信回复,,,,,,1
29/08/2018,711,,,CR7518018,IDSUSHI,75013,0625831115,1.1.3 20180415,,,,30/08 11H RDV更新证书,,,,,,1
29/08/2018,713,,,CR9418025,LE PALAIS D OR,94340,0626610415,1.1.3 20180415,,,,31/08 16H30,,,,,,1
,,,,,,,,,,,,,,,,,,1
30/08/2018,1669,,,CM7518005,SUPERMARCHE LACHAPELLE,75018,0617623387,前台还是会死机，wx有27号算账时死机的视频，和29号待机的时候死机的视频,,,,客人已发远程，崔：升级LUXE 系统内核硬件稳定版本   设置脚本 禁止 WEIDA,,,其实不是死机问题 而是触屏问题,,,1
30/08/2018,1670,,,CR4417002,golden wok,44400,0158700780,"需要从07/2017开始每个月33.6欧prelevement的发票
VONG.E@ADEXCO.FR",,,,已发 30/08/2018,,,,,,1
30/08/2018,1671,,,CR7818018,"montesson/ 
hong yan",78360,0139760982,卡上的钱和电脑上显示的对不上（差了大概一个menu的钱）客人还未并账所以比较着急,,,,"电话回复,客人日营业账目没有问题，但是银行卡机出的单子少了12欧，发现客人银行卡出的tichet有79张，但是银行卡上面显示有78笔成功交易，是银行那边少了一笔，让客人和银行联系，确认结果后和会计说一声",,,,,,1
30/08/2018,1672,,,CM9018001,future star,90,0625923030,VMS CONNEXION ECHOUE（短信有照片）,,,,已电话告知客人店里平时营业的时候可以把两台机器分开使用，出现提示的时候点击下面的VALIDER不影响使用，只是注意商品更新的时候两台机器需要联机,,,,,,1
30/08/2018,1673,,,,AU COMPTOIR,60000,0760208558,软件过期,,,,已修改激活码ok,,,,,,1
30/08/2018,1674,,,,CHEN MARKET,75011,0173711901,"需要3336欧发票
CHENMARKET75@GMAIL.COM",,,,已发 30/08/2018,,,,,,1
30/08/2018,1675,,,,C.GOURMET,93000,0173711901,"要1368.60欧发票
CHENMARKET75@GMAIL.COM",,,, 已发 30/08/2018,,,,,,1
30/08/2018,1676,,,CR9417005,sayaka,94000,,旧电脑有错误提示（wx有照片）,,,,violation of foreign key      fk-ordre-detail-ordre on table prdre-detail   让客人删掉这张单重新录入    ok,,,,,,1
30/08/2018,1677,,,CR0218002,izakaya grill,02600,0650177591,"要发票
Christian.izakaya@gmail.com",,,,已发 30/08/2018,,,,,,1
30/08/2018,1678,,,,DR JEWELRY,75001,WX,出现902错误,,,,mcfee 杀毒软件防火墙 打开了,,,,,,1
30/08/2018,1679,,,,lumiere d asie,72700,0609204808,"要发票
bn_aucitron@live.fr",,,,09/01/2019 已发,,,,,,1
30/08/2018,1680,,,CR7118001,wok asie,55,0621134030,打印机接在电脑上没反应,,,,客人在学习模式里面打TICHET DE CAISSE ，所以不出纸,,,,,,1
30/08/2018,1681,,,CM7517003,美姿免税店/SARL LIANE BELLEVILLE,75020,0143588888,打ticket不出纸，显示：print error（wx有视频）重启后还是不行，崔让姚瑞 把2.5改成0.5 和 1.5 都不行 ,,,, 把机器拿来检测机器带到店里检查，需要返厂，已借用一套CHIC机器给客人 mt00000570,,,,,,1
30/08/2018,1682,,,CR5718006,ASIE 168,57070,0387178858,"1. 客人把小白兔拿来说天线不能用  但是没拿poe
2. 自己neoresto的pda希望装我们的软件",,,,"1. 让客人把poe拿来测试
2. 400没有garentie        客人已经把POE寄到店里，PDA已安装软件，天线需要进一步和客人确认问题，05/09/2018 13:56无人接听",,,,,,1
30/08/2018,715,,,CR9118010,takayale,91700,0625963865,还未升级，之前有同事和客人联系，当时客人没时间升级,,,,30/08 15h,,,,,,1
30/08/2018,716,,,CR7818029,nouveau akashima,78310,0652139127,客人cb付了1.02欧，账上的价格是1.2欧，应该怎么办（昨天的帐还没有并）,,,,电话回复 实际要收109.20CB 但是收错109.02 已教客人修改付款方式,,,,,,1
30/08/2018,717,,,CR6818005,wok 168,68110,0627201982,1.1.1 20180315,,,,月转  最好约下周3 05/09/2018之后  06/09 15h,,,,,,1
29/08/2018,714,,,CR6817001,LA BIENVENUE,68130,0769885288,1.1.0 180107P,,,,30/08 15h后,,,,,,1
29/08/2018,703,,,CR8717001,PARADIS D ASIE,87280,0695454466,还未升级,,,,12H14 未接留言 14H27 未接留言 31/08 15H30,,,,,,1
30/08/2018,721,,,CR9118010,takayale,91700,0625963865,新版本有没有comparer今年和去年的账的功能,,,,目前没有 提交需求,,,,,,1
30/08/2018,720,,,,panda,62,0622887767,还未升级（客人刚刚把签好字的合同发给jasmin）,,,,31/08 15H45,,,,,,1
29/08/2018,712,,,CR9418028,SUSHI 123,,"0143286312
0695208589",1.1.3 20180415,,,,31/08 15H30,,,,,,1
,,,,,,,,,,,,,,,,,,1
31/08/2018,1683,,,CR7518118,la capanna,75014, 0613780139,"电脑上有错误提示：error unknow（wx有照片）
之后打印机就卡在3/4了",,,luxe,11Q问题，电话回复客人重新连接打印机线路    ok,,,,,,1
31/08/2018,1684,,,CR9218036,oki puteaux,92800,09 52 18 66 58/07 82 19 96 86,键盘输入的商品有时候价格会变为0,,,,已电话告知客人注意键盘输入，可能是按到功能键造成的，客人说会注意，现在比较忙，之后发现了问题再说，但是客人强调上回我们说了功能键后客人就很注意不碰到功能键，输入同样的商品有几个就输入商品按entre重复几次，但还是出现了这样的问题,,,,,,1
31/08/2018,1685,,,CR7517010,sushi story,75013,,PDA 昨天开始无法进入软件（wx有视频）,,,,微信让客人检查网络连接，网络链接没问题，现在让客人进入点单软件检查SERVEUR 的IP和其他能用的机器是不是一样，客人说是一样的，然后现在机器自己好了，又可以连上了,,,客人自己连上了,,,1
31/08/2018,1686,,,,royal buffet,75013,0674544695,旧机器无法出ticket,,,,需要更改激活码，但是客人有账目未确认，需要确认后才能算号,,,已算号 到10月底,,,1
31/08/2018,1687,,,CR5918006,sushi val,59300,0627058671,第二块屏，只点一个menu的话无法显示menu的名字，只能显示价格,,,chic,客人说只点一个menu不会出现商品名称，点两个才会一起出现，客人已经发了之后点一个的照片，让她拍摄点两个的视频和分单的视频发给我们，客人现在说机器收起来了没有用，之后用的时候拍视频给我们    客人在03/09/2018把机器带到店里了  见00001695,,,,,,1
31/08/2018,1688,,,CR9317003,okinawa,93100,0610477547,电脑开着的时候，第二块屏不亮(wx有照片,,,Neo    23/02/2018,微信让客人重启，客人说重启就好了  ok,,,,,,1
31/08/2018,1689,,,,A ET M,92270,0688173446 ,星期一下午三点联机（03/09/2018,,,,转felix,,,,,,1
31/08/2018,1690,,,CR8318002,leopard,83,0609614684,8月16号调过以后第二天的账还是无法同步,,,,rdv03/09    04/09/2018   15:35无人接听已留言   05/09/2018客人发送远程过来  ok ,,,5/9/2018 已处理,,,1
29/08/2018,705,,,CR6818002,NAGOYA,68,06 06 89 66 98,1.1.3 20180415,,,,06/09 15H15,,,,,,1
30/08/2018,719,,,CR7818033,sushi taro,78300,"0675736524
0139709936","还未升级，之前有同事和客人联系，当时客人没时间升级
31/08/2018 客人有网线了",,,,没有网线 有了网先后再联系约时间 31/08 16H,,,,,,1
30/08/2018,718,,,CR9218021,Simple SUSHI,92120,"0630009137/
0157218318",1.1.0 180212(客人需要月账显示日账功能，比较急）,,,,03/09 14h30,,,,,,1
31/08/2018,722,,,CR9418033,le bonheur chine li,94430,0613084107,昨天有一张cb付的单子不小心取消了，想补一张单到昨天,,,,已讲,,,,,,1
31/08/2018,724,,,,jale,59450,0650681298,没有出note 和ticket 的单子可以删吗,,,,已回复,,,,,,1
31/08/2018,725,,,CR5518001,wokasie,55000,0621134030,客人问怎么让CODE显示出来,,,,客人已经自己弄明白了,,,,,,1
31/08/2018,723,,,CR7518021,eki sushi ,75012,06 14 41 10 19,未升级,,,,04/09 11H,,,,,,1
,,,,,,,,,,,,,,,,,,1
03/09/2018,1691,,,CR6018002,HUANG JEAN LUC,60500,wx,31/08/2018晚上电脑开不起来,,,26/01/2018 luxe,客人说可以开机了,,,,,,1
03/09/2018,1692,,,CR2318001,royal wok,23000,0616412361,打印机没反应（wx）,,,luxe,转michelle,,,,,,1
03/09/2018,1693,,,CR5418008,valtimax,54350,wx,"1/9/2018晚上卡了三十多次，2/9/2018也卡了好多次
出现-902错误（wx有照片）",,,Neo,"客人店里有联机情况，微信问客人要视频，未回复,客人说是从提桌到结账都有可能卡住，并且机器上有unkown error的提示",,,wangsen：检查过联机设置 一切正常 点单也正常 让客人继续使用 有问题再打来,,,1
03/09//2018,1661,,,CR7818008,ichiban,78300,0650149684,"约rdv把旧机器出单功能锁住，把打印机拿过来调试（之前远程调没有成功），最好约星期一
",,,neo ,客人周一03/09/2018早上十一点左右把机器拿过来放在公司弄，弄好了我们联系他们。,,,03/09/2018客人还没有把账做好，需要再次约时间,,,1
03/09/2018,1694,,,CR7518092,sweet desert,75013,0771873911,客人问怎么用快捷键切单,,,,客人下午联机过后适应一下机器，大概三四点左右来店里详细询问，ok,,,,,,1
03/09/2018,1695,,,CR5918006,sushi val ,59300,0627058671,"机器拿过来1. 系统时间不对
2. 如果只点一个商品 第二块屏幕只显示total 不显示商品详细
3. 希望把第二块屏调成可以看到折扣的",,,,"1. ok
2. 换成vga的可以  技术部：建议换成vga的屏幕
3. 尝试换成详细模式  但是不能显示商品信息 不建议客人用此模式",,,交叉测试 发现只要用usb 8寸屏 电脑显示就慢  （校准之间没事，校准之后速度就慢了）    原本已特批给客人换成vga的屏幕。但客人，觉得vga屏幕显示没有usb显示得多   还是选择用usb的屏幕,,,1
03/09/2018,1696,,,CR7718022,L AUBE,77600,0652428843,PDA上商品价格已改，需要在电脑上再改一次吗，还是可以直接同步,,,,转对面,,,,,,1
03/09/2018,1697,,,,sarl lin/ china wok,52000,,"要发票
H.MARQUES@SOGECOMPTA.COM",,,,已发 03/09/2018,,,,,,1
03/09/2018,1698,,,CR9118003,SAKURA,91360,06 25 14 48 53,"换公司
下家：06 16 60 55 17",,,,菜牌 用上家的340+80=460   10/09上午10：:30 来 下午4:30左右拿来,,,已发解除合同,,,1
03/09/2018,1699,,,CR7818012,nagoya,78800,0611412320,arcresto的那台电脑，在点单的时候会黑屏，过两三秒再点，屏幕又会重新亮起来（wx有视频）,,,,"从周五开始几乎是每次点单都有这样的情况。客人还发现晚上删单的时候也会有一样的情况。已收到视频，需要崔来看看,客人说明天会让发现问题的工人来电话给我们说详细情况",,,"ivan: _客人先跳出你_的_件，__看直接在原本背景的作_系_下，_便__一些程式看看___不_也突然暗掉。如果跳出你_的程式都不_的_，那就有可能是你_的_件出__或__中病毒。在有可能就是硬_在_好你__件的位子出___。

接下_的__步_，就必_找一_新的硬__做交叉__，才有_法知道_不_是其他的__。",,,1
03/09/2018,1700,,,CR9218031,royal bois colombes,92270,0142423080,"1.导数据后新电脑酒水的tva都是10%
老电脑出的单的所有商品的tva都是 19.6%     2.客人想要换一台电脑，希望我们帮她把ARERESTO的软件和数据都导入新的机器里",,,20180417 neo 原用arcresto 菜牌,1.已经提出客人之前的数据备份检查，所有商品的税率都是10%，只有葡萄酒的税率是20%，没有税率为19.6%的税率选项，已经电话告知客人自己修改，我们会发生如何修改税率的视频给她   2.  16:11无人接听已留言、,,,,,,1
03/09/2018,1701,,,CR6717001,wanda,67,0618376937,打印机卡在75%，卡了两三分钟了,,,20171218 chic   19/06升级证书,让客人重启机器重新连接打印机线路，开机后发现日营业里面可以找到这张单，和客人约了下午三点再次联系，确认是打印机连接不良还是需要升级    已确认不需要，客人重新连接就好了,,,,,,1
03/09/2018,1702,,,CR9318017,ayama,93700,0620533543,第二块屏很模糊 ,,,,"重启无效，让客人把电脑拿来，可能要返厂。
客人的S/N号码：D02A004200149   03/09/2018  14:14无人接听已留言",,,,,,1
03/09/2018,1703,,,CR7518024,nouille/chez nouille,75011,老李转,"1. 同一个东西经常会打出来2种价格
2.升级后经常卡
3.点菜的时候 经常点不上 按钮变灰",,,,"1.需要客人调整到全触屏模式来检测，客人现在是POS模式，但是客人并没有外加键盘来搜索商品，平时全用触屏    客人说这几天店里缺少人手，改变触屏模式会影响营业，过几天改了测试完再向我们反馈
 2.3.：明天04/09/2018早上十点半和客人远程升级至0615 B-17-2   已升级，客人使用一天后向我们反馈   见 06/09/2018",,,,,,1
